text,department,urgency
The whiteboards in the study hall are getting stained and hard to erase. Can we get some proper whiteboard cleaner or a fresh set of markers and erasers for the residents to use?,Hostels,Low
The floor mats at the entrance are quite worn out. They don't really clean our shoes anymore and they slip around on the tiles. It might be time to get some new heavy-duty rubber mats.,Hostels,Low
Could we have more frequent pest control in the garden? There are a lot of grasshoppers and small bugs that fly into the ground floor rooms in the evening. It's a bit of a nuisance when the windows are open.,Hostels,Low
The benches in the courtyard could use a fresh coat of varnish. The wood is starting to look a bit weathered from the sun and rain. It would help preserve them for the coming years.,Hostels,Low
The water pressure in the bidet showers is a bit too high. It's a bit uncomfortable to use. Maybe the valves could be adjusted slightly during the next plumbing check-up?,Hostels,Low
"Request for more power outlets in the study room. Most of us have laptops and chargers, and the current four sockets are always occupied. An extension cord or a power strip would be a great addition.",Hostels,Low
The ceiling fan in the common room is a bit dusty. It's blowing a lot of dust around when it's turned on. It just needs a quick wipe-down by the cleaning staff during their next round.,Hostels,Low
"Can we get a small rack for umbrellas near the gate? During the rainy season, people bring wet umbrellas into the corridor and it makes the floor very slippery. A stand would keep the water at the entrance.",Hostels,Low
"The emergency exit signs are a bit faded. For safety compliance, it might be good to give them a fresh coat of glow-in-the-dark paint so they are clearly visible if the lights ever go out.",Hostels,Low
"The waste bins in the study area don't have lids. It would be better to have lidded bins to prevent any smell or trash from being visible, keeping the study environment more pleasant.",Hostels,Low
Request for a wall-mounted fan in the gym area. The corner with the free weights gets very stuffy because the main AC doesn't reach that spot perfectly. A small fan would make a big difference.,Hostels,Low
The windows in the mess hall are a bit smudgy. It would be nice if they could be cleaned on the outside once in a while so we can see the garden clearly while having our meals.,Hostels,Low
Suggestion for a small 'lost and found' shelf near the warden's office. People often find keys or ID cards and don't know where to leave them. A designated shelf would make it easy to reclaim lost items.,Hostels,Low
The hand dryers in the washroom take a long time to start. There's a bit of a delay with the sensor. It's not a big deal but maybe the sensitivity could be adjusted by the maintenance team.,Hostels,Low
Can we have a bike pump available at the security desk? Many of us cycle to class and it's a hassle to go to the main gate every time we need to check the tire pressure. A basic hand pump would be enough.,Hostels,Low
The music in the mess hall is sometimes a bit too loud during breakfast. It's hard to have a quiet conversation before heading to a 9 AM lecture. Maybe the volume could be kept a bit lower in the mornings?,Hostels,Low
Request for better signage for the different blocks. Visitors often get confused between Block A and Block B because the letters on the buildings are small and hard to read from the road.,Hostels,Low
The tiles in the laundry area are a bit uneven. It doesn't cause any major issues but you have to be careful when walking with a heavy basket. Maybe they can be leveled during future renovations.,Hostels,Low
"Can we get a few more newspapers for the common room? Currently, we only get one copy of the local paper and it's usually taken by 8 AM. Having a second copy or a national daily would be great.",Hostels,Low
The coat hooks in the bathroom are a bit loose. I'm worried they might fall off if I hang a heavy towel on them. They just need a quick tightening with a screwdriver.,Hostels,Low
Suggestion for a small bookshelf in the lobby for 'book crossing'. Residents could leave books they've finished reading for others to pick up. It would be a nice community feature for the hostel.,Hostels,Low
The doorbell for the warden's residence is very quiet. Sometimes people have to knock very loudly to get an answer. A slightly louder buzzer would be more effective for student inquiries.,Hostels,Low
